id,question,gold,extractive,generative,score,margin,generative_truncated,extractive_token_f1,generative_token_f1,extractive_fuzzy,generative_fuzzy,route,hybrid_prediction,hybrid_token_f1,hybrid_fuzzy
200,অড়হর ব্যবহার বা উপযোগিতা সম্পর্কে কী বলা হয়েছে?,"কিন্তু লবণাক্ত, ক্ষারযুক্ত এবং জলাবদ্ধ মাটি অড়হর চাষের জন্য উপযোগী নয়।","মাটির পিএইচ মাত্রা ৫.৫ থেকে ৭.৫ সহ পূর্ণ রোদ, উর্বর এবং সুনিষ্কাশিত দোআঁশ মাটি অড়হর চাষের জন্য সবচেয়ে উপযোগী।","অড়হর চাষের জন্য উপযোগী মাটির পিএইচ মাত্রা ৫.৫ থেকে ৭.৫ সহ পূর্ণ রোদ, উর্বর এবং সুনিষ্কাশিত দোআঁশ মাটি হলেও, লবণাক্ত, ক্ষারযুক্ত এবং জলাবদ্ধ মাটি",-3.755859375,0.712890625,True,0.37499999999999994,0.4864864864864865,0.6274509803921569,0.9147286821705427,generative,"অড়হর চাষের জন্য উপযোগী মাটির পিএইচ মাত্রা ৫.৫ থেকে ৭.৫ সহ পূর্ণ রোদ, উর্বর এবং সুনিষ্কাশিত দোআঁশ মাটি হলেও, লবণাক্ত, ক্ষারযুক্ত এবং জলাবদ্ধ মাটি",0.4864864864864865,0.9147286821705427
205,সুপারি: সুপারির বীজতলা আংশিক ছায়াযুক্ত প্রসঙ্গে কী তথ্য আছে?,সুপারির বীজতলা আংশিক ছায়াযুক্ত হলে উত্তম।,সুপারির বীজতলা আংশিক ছায়াযুক্ত হলে উত্তম।,সুপারির বীজতলা আংশিক ছায়াযুক্ত হলে উত্তম।,1.16796875,7.81640625,False,1.0,1.0,1.0,1.0,extractive,সুপারির বীজতলা আংশিক ছায়াযুক্ত হলে উত্তম।,1.0,1.0
209,গম-পাট-রোপা আমন ফসল বিন্যাসের উপযোগিতা সম্পর্কে কী বলা হয়েছে?,গোপালগঞ্জ ও কৃষি পরিবেশ অঞ্চল-৩ এর অনুরূপ অঞ্চল।,কৃষক ১টি ফসল বেশি করার ফলে এই উন্নত ফসল বিন্যাসে নীট মুনাফা প্রায় শতকরা ২৫ ভাগ বৃদ্ধি পেয়েছে।,"গম-পাট-রোপা আমন ফসল বিন্যাসের উপযোগিতা সম্পর্কে বলা হয়েছে যে, এই উন্নত ফসল বিন্যাসে কৃষক ১টি ফসল বেশি করার ফলে নীট মুনাফা প্রায় শতকরা ২৫ ভাগ বৃদ্ধি",-5.14453125,0.9296875,True,0.0,0.0,0.30534351145038174,0.25414364640883974,generative,"গম-পাট-রোপা আমন ফসল বিন্যাসের উপযোগিতা সম্পর্কে বলা হয়েছে যে, এই উন্নত ফসল বিন্যাসে কৃষক ১টি ফসল বেশি করার ফলে নীট মুনাফা প্রায় শতকরা ২৫ ভাগ বৃদ্ধি",0.0,0.25414364640883974
210,কাঁঠাল সম্পর্কে জলাবদ্ধতা বিষয়ে কী বলা হয়েছে?,কাঁঠাল গাছ জলাবদ্ধতার প্রতি অত্যন্ত সংবেদনশীল।,কাঁঠাল গাছ জলাবদ্ধতার প্রতি অত্যন্ত সংবেদনশীল।,কাঁঠাল গাছ জলাবদ্ধতা সহ্য করতে পারে না।,0.6298828125,2.138671875,False,1.0,0.30769230769230765,1.0,0.6506024096385542,generative,কাঁঠাল গাছ জলাবদ্ধতা সহ্য করতে পারে না।,0.30769230769230765,0.6506024096385542
211,বারি হাইব্রিড ভুট্টা-১৪-এর খরিফ মৌসুমের জীবনকাল কত?,খরিফ মৌসুমে বারি হাইব্রিড ভুট্টা-১৪-এর জীবনকাল প্রায় ১১৫ দিন।,খরিফ মৌসুমে বারি হাইব্রিড ভুট্টা-১৪-এর জীবনকাল প্রায় ১১৫ দিন।,খরিফ মৌসুমে বারি হাইব্রিড ভুট্টা-১৪-এর জীবনকাল প্রায় ১১৫ দিন।,10.5234375,3.1875,False,1.0,1.0,1.0,1.0,extractive,খরিফ মৌসুমে বারি হাইব্রিড ভুট্টা-১৪-এর জীবনকাল প্রায় ১১৫ দিন।,1.0,1.0
212,চিনা চাষে কী পরিমাণ ফলন পাওয়া যায়?,হেক্টরপ্রতি ফলন ২.২৫-২.৫ টন।,হেক্টরপ্রতি ফলন ২০০০-২৮০০ কেজি।,চিনা চাষে হেক্টরপ্রতি ফলন ২.২৫-২.৫ টন বা ২০০০-২৮০০ কেজি পাওয়া যায়।,-2.34375,0.30078125,False,0.3333333333333333,0.6363636363636364,0.75,1.0,generative,চিনা চাষে হেক্টরপ্রতি ফলন ২.২৫-২.৫ টন বা ২০০০-২৮০০ কেজি পাওয়া যায়।,0.6363636363636364,1.0
216,চিয়ার জন্য কত বীজ প্রয়োজন?,বীজের হার: ৫-৬ কেজি/হেক্টর।,হেক্টর প্রতি ১০০ কেজি বা একর প্রতি ৪০ কেজি খোসাসহ বীজের প্রয়োজন হয়।,প্রদত্ত তথ্যে এই প্রশ্নের উত্তর পাওয়া যায়নি।,-2.873046875,1.177734375,False,0.3157894736842105,0.0,0.8095238095238095,0.25714285714285706,generative,প্রদত্ত তথ্যে এই প্রশ্নের উত্তর পাওয়া যায়নি।,0.0,0.25714285714285706
219,ছাদ বাগানের স্মার্ট সেচ বিষয়ে ডিজিটাল টাইমারে সেচ সময় সেট করা সম্পর্কে কী তথ্য আছে?,যখন প্রোগ্রামেবল ডিজিটাল টাইমার ব্যবহার করা হবে তখন ম্যানুয়ালি সেচের সময় ও অন্তর সেট করে দিতে হবে।,যখন প্রোগ্রামেবল ডিজিটাল টাইমার ব্যবহার করা হবে তখন ম্যানুয়ালি সেচের সময় ও অন্তর সেট করে দিতে হবে।,যখন প্রোগ্রামেবল ডিজিটাল টাইমার ব্যবহার করা হবে তখন ম্যানুয়ালি সেচের সময় ও অন্তর সেট করে দিতে হবে।,-1.4150390625,0.5947265625,False,1.0,1.0,1.0,1.0,generative,যখন প্রোগ্রামেবল ডিজিটাল টাইমার ব্যবহার করা হবে তখন ম্যানুয়ালি সেচের সময় ও অন্তর সেট করে দিতে হবে।,1.0,1.0
232,কফি সম্পর্কে সারি থেকে সারি ও গাছ থেকে গাছ বিষয়ে কী বলা হয়েছে?,"গাছ থেকে গাছ বা সারি থেকে সারির দূরত্ব জাত, মাটির ধরণ ও উর্বরতার উপর নির্ভর করে।",সারি থেকে সারি ৫০ সে.মি. এবং গাছ থেকে গাছ ৫০ সে.মি. দূরত্বে বপন করতে হবে।,"গাছ থেকে গাছ বা সারি থেকে সারির দূরত্ব জাত, মাটির ধরণ ও উর্বরতার উপর নির্ভর করে।",0.05462646484375,0.77142333984375,False,0.30303030303030304,1.0,0.5862068965517241,1.0,generative,"গাছ থেকে গাছ বা সারি থেকে সারির দূরত্ব জাত, মাটির ধরণ ও উর্বরতার উপর নির্ভর করে।",1.0,1.0
236,বারি কফি-১-এর ফলের বৈশিষ্ট্য কী?,১০০টি ফলের গড় ওজন ১০২ গ্রাম।,ফলের গড় দৈর্ঘ্য ১.৩০ সে.মি. এবং প্রস্থ ১.২০ সে.মি.।,"বারি কফি-১-এর ফলের বৈশিষ্ট্য হলো পাকা অবস্থায় ফল লাল বর্ণ ধারণ করে, ফলের গড় দৈর্ঘ্য ১.৩০ সে.মি. এবং প্রস্থ ১.২০ সে.মি., এবং ১০০টি ফলের গড় ওজ",-5.53515625,0.00390625,True,0.21052631578947367,0.15789473684210525,0.5217391304347826,0.6666666666666665,generative,"বারি কফি-১-এর ফলের বৈশিষ্ট্য হলো পাকা অবস্থায় ফল লাল বর্ণ ধারণ করে, ফলের গড় দৈর্ঘ্য ১.৩০ সে.মি. এবং প্রস্থ ১.২০ সে.মি., এবং ১০০টি ফলের গড় ওজ",0.15789473684210525,0.6666666666666665
245,বারি সুপারি-১ চাষে কী পরিমাণ ফলন পাওয়া যায়?,খোসাসহ কাঁচা সুপারির গড় ফলন ২৮.২৪ টন/হেক্টর (উচ্চ ফলনশীল)।,খোসাসহ কাঁচা সুপারির গড় ফলন ২৮.২৪ টন/হেক্টর (উচ্চ ফলনশীল)।,খোসাসহ কাঁচা সুপারির গড় ফলন ২৮.২৪ টন/হেক্টর এবং খোসাসহ শুকনা সুপারির গড় ফলন ১০.৫৭ টন/হেক্টর।,0.783203125,0.22412109375,False,1.0,0.6,1.0,0.88,generative,খোসাসহ কাঁচা সুপারির গড় ফলন ২৮.২৪ টন/হেক্টর এবং খোসাসহ শুকনা সুপারির গড় ফলন ১০.৫৭ টন/হেক্টর।,0.6,0.88
251,পানিকচুর ক্ষতিকর পোকা বা প্রাণী দমনে কী তথ্য আছে?,জাবপোকা দমনের জন্য এডমায়ার ১০০ এসপি ০.৫ মিলি প্রতি লিটার পানিতে মিশিয়ে প্রয়োগ করতে হবে।,জাবপোকা দমনের জন্য এডমায়ার ১০০ এসপি ০.৫ মিলি প্রতি লিটার পানিতে মিশিয়ে প্রয়োগ করতে হবে।,পানিকচুর জন্য এডমায়ার ১০০ এসপি ০.৫ মিলি প্রতি লিটার পানিতে মিশিয়ে প্রয়োগ করতে হবে।,-4.0625,1.65234375,False,1.0,0.9032258064516129,1.0,0.9433962264150944,generative,পানিকচুর জন্য এডমায়ার ১০০ এসপি ০.৫ মিলি প্রতি লিটার পানিতে মিশিয়ে প্রয়োগ করতে হবে।,0.9032258064516129,0.9433962264150944
255,বারি সুপারি-১ জাতের একটি খোসাসহ কাঁচা সুপারির ওজন কত?,খোসা সহ একক কাঁচা সুপারির গড় ওজন ৩৫.৬৭ গ্রাম।,খোসা সহ একক কাঁচা সুপারির গড় ওজন ৩৫.৬৭ গ্রাম।,খোসা সহ একক কাঁচা সুপারির গড় ওজন ৩৫.৬৭ গ্রাম।,6.87890625,3.400390625,False,1.0,1.0,1.0,1.0,extractive,খোসা সহ একক কাঁচা সুপারির গড় ওজন ৩৫.৬৭ গ্রাম।,1.0,1.0
261,জোয়ার বীজ বা দানার বৈশিষ্ট্য কী?,জোয়ারের দানা বিভিন্ন রং এর হয়ে থাকে।,জোয়ারের দানা বিভিন্ন রং এর হয়ে থাকে।,জোয়ারের দানা বিভিন্ন রং এর হয়ে থাকে।,-0.9375,4.23828125,False,1.0,1.0,1.0,1.0,generative,জোয়ারের দানা বিভিন্ন রং এর হয়ে থাকে।,1.0,1.0
266,কাসাভার ফলন কত?,সঠিকভাবে পরিচর্যা করলে কন্দের ফলন হেক্টরপ্রতি ৪০-৬০ টন সহজেই পাওয়া সম্ভব।,অধিক শাখা-প্রশাখাযুক্ত জাতের কাসাভার ক্ষেত্রে রোপণ দূরত্ব ৯০ × ৯০ সে.মি. এবং কম শাখা-প্রশাখা যুক্ত জাতের ক্ষেত্রের রোপণ দূরত্ব ৭৫ × ৭৫ সে.মি. হলে ভাল ফলন হবে।,সঠিকভাবে পরিচর্যা করলে কাসাভার কন্দের ফলন হেক্টরপ্রতি ৪০-৬০ টন সহজেই পাওয়া সম্ভব।,1.529296875,5.2578125,False,0.04878048780487805,0.9600000000000001,0.3915343915343915,1.0,extractive,অধিক শাখা-প্রশাখাযুক্ত জাতের কাসাভার ক্ষেত্রে রোপণ দূরত্ব ৯০ × ৯০ সে.মি. এবং কম শাখা-প্রশাখা যুক্ত জাতের ক্ষেত্রের রোপণ দূরত্ব ৭৫ × ৭৫ সে.মি. হলে ভাল ফলন হবে।,0.04878048780487805,0.3915343915343915
267,ভালো ফলনের জন্য গম-পাট-রোপা আমন ফসল বিন্যাস চাষে কয়টি সেচ প্রয়োজন?,মাটির প্রকারভেদে ২-৩টি সেচের প্রয়োজন হয়।,মাটির প্রকারভেদে ২-৩টি সেচের প্রয়োজন হয়।,২-৩টি সেচের প্রয়োজন হয়।,-1.9375,2.3203125,False,1.0,0.8333333333333333,1.0,1.0,generative,২-৩টি সেচের প্রয়োজন হয়।,0.8333333333333333,1.0
276,পালংশাকের কম্পোস্ট ব্যবস্থাপনার আগাছা ব্যবস্থাপনার গুরুত্বপূর্ণ সময় কত?,"আগাছা-রোগ-পোকা দমন: বীজ বপনের ১৪ এবং ২৮ দিন পর আগাছা দমন করতে হয়, কোনো প্রকার বালাইনাশকের প্রয়োজন হয় না।",প্রযুক্তি ব্যবহারের তথ্য: শস্য: পালংশাক; জাত: বারি পালংশাক-২; বপনের সময়: ১৫-৩০ নভেম্বর।,আগাছা দমন করতে হবে বীজ বপনের ১৪ এবং ২৮ দিন পর।,-1.6884765625,3.1591796875,False,0.057142857142857134,0.6249999999999999,0.46625766871165647,0.9534883720930233,generative,আগাছা দমন করতে হবে বীজ বপনের ১৪ এবং ২৮ দিন পর।,0.6249999999999999,0.9534883720930233
282,বারি পানিকচু-৮ বিষয়ে রান্নার পর লতির বৈশিষ্ট্য সম্পর্কে কী তথ্য আছে?,রান্না করলে লতি সমানভাবে সিদ্ধ হয় এবং খেতে অত্যন্ত সুস্বাদু।,রান্না করলে লতি সমানভাবে সিদ্ধ হয় এবং খেতে সুস্বাদু।,রান্না করলে লতি সমানভাবে সিদ্ধ হয় এবং খেতে অত্যন্ত সুস্বাদু।,-1.3759765625,0.0791015625,False,0.9473684210526316,1.0,1.0,1.0,generative,রান্না করলে লতি সমানভাবে সিদ্ধ হয় এবং খেতে অত্যন্ত সুস্বাদু।,1.0,1.0
287,চুইঝালের সংরক্ষণ সম্পর্কে কী নির্দেশনা আছে?,ফ্রিজ ছাড়াও চটের বস্তায় মুড়ে মাঝে মাঝে পানির ছিটা দিয়েও ৩০-৪০ দিন পর্যন্ত চুইঝাল সংরক্ষণ করা যায়।,ফ্রিজ ছাড়াও চটের বস্তায় মুড়ে মাঝে মাঝে পানির ছিটা দিয়েও ৩০-৪০ দিন পর্যন্ত চুইঝাল সংরক্ষণ করা যায়।,চুইঝাল সংরক্ষণ করার জন্য ফ্রিজ ছাড়াও চটের বস্তায় মুড়ে মাঝে মাঝে পানির ছিটা দিয়ে ও ৩০-৪০ দিন পর্যন্ত সংরক্ষণ করা যায়। শুঁকানো টুকরোগুলো,1.669921875,4.095703125,True,1.0,0.8095238095238096,1.0,0.9621621621621621,extractive,ফ্রিজ ছাড়াও চটের বস্তায় মুড়ে মাঝে মাঝে পানির ছিটা দিয়েও ৩০-৪০ দিন পর্যন্ত চুইঝাল সংরক্ষণ করা যায়।,1.0,1.0
295,টমেটোর সমন্বিত আগাছা ব্যবস্থাপনা চাষে চারা রোপণের পর কখন সেচ দিতে হবে?,"সেচ চারা রোপণের ৩-৪ দিন পর পর্যন্ত হালকা সেচ ও চারা রোপণের ১০,২৫ ও ৪০ দিন পর সার প্রয়োগের পর জমিতে সেচ দিতে হবে।","সেচ চারা রোপণের ৩-৪ দিন পর পর্যন্ত হালকা সেচ ও চারা রোপণের ১০,২৫ ও ৪০ দিন পর সার প্রয়োগের পর জমিতে সেচ দিতে হবে।",চারা রোপণের ৩-৪ দিন পর পর্যন্ত হালকা সেচ দিতে হবে।,3.474609375,0.75,False,1.0,0.5945945945945945,1.0,1.0,extractive,"সেচ চারা রোপণের ৩-৪ দিন পর পর্যন্ত হালকা সেচ ও চারা রোপণের ১০,২৫ ও ৪০ দিন পর সার প্রয়োগের পর জমিতে সেচ দিতে হবে।",1.0,1.0
297,বারি লটকন-২ চাষে কী পরিমাণ ফলন পাওয়া যায়?,ত্রিশ বছর বয়সী প্রতিটি গাছে গড় ফলের সংখ্যা ২৮৫৮ টি এবং ফলন প্রতি বছরে ৬১.৫৭ কেজি/ গাছ এবং ৯.৬১ টন/হেক্টর।,ত্রিশ বছর বয়সী প্রতিটি গাছে গড় ফলের সংখ্যা ২৮৫৮ টি এবং ফলন প্রতি বছরে ৬১.৫৭ কেজি/ গাছ এবং ৯.৬১ টন/হেক্টর।,ত্রিশ বছর বয়সী প্রতিটি গাছে ফলন প্রতি বছরে ৬১.৫৭ কেজি/গাছ এবং ৯.৬১ টন/হেক্টর।,-2.021484375,2.767578125,False,1.0,0.85,1.0,1.0,generative,ত্রিশ বছর বয়সী প্রতিটি গাছে ফলন প্রতি বছরে ৬১.৫৭ কেজি/গাছ এবং ৯.৬১ টন/হেক্টর।,0.85,1.0
303,ডাঁটা চাষের জন্য কী ধরনের মাটি বা জমি উপযোগী?,ডাঁটার জন্য উর্বর ও গভীর মাটি প্রয়োজন হয়।,ডাঁটার জন্য উর্বর ও গভীর মাটি প্রয়োজন হয়।,ডাঁটার জন্য উর্বর ও গভীর মাটি প্রয়োজন হয়।,4.234375,4.488525390625,False,1.0,1.0,1.0,1.0,extractive,ডাঁটার জন্য উর্বর ও গভীর মাটি প্রয়োজন হয়।,1.0,1.0
307,মরিচের ফসল সংগ্রহের নির্দেশনা কী?,মরিচ গাছ জমিতে লাগানোর ১৩০-১৫০ দিনের মধ্যে কাঁচা মরিচ সংগ্রহ শুরু করা যায়।,মরিচ গাছ জমিতে লাগানোর ১৩০-১৫০ দিনের মধ্যে কাঁচা মরিচ সংগ্রহ শুরু করা যায়।,মরিচ গাছ জমিতে লাগানোর ১৩০-১৫০ দিনের মধ্যে কাঁচা মরিচ সংগ্রহ শুরু করা যায়। প্রথম ও দ্বিতীয় বারের সংগৃহীত ফসল কাঁচা মরিচ হিসেবে এবং পরের মরিচ �,1.5634765625,1.7308349609375,True,1.0,0.7000000000000001,1.0,1.0,extractive,মরিচ গাছ জমিতে লাগানোর ১৩০-১৫০ দিনের মধ্যে কাঁচা মরিচ সংগ্রহ শুরু করা যায়।,1.0,1.0
315,বারি অড়হর-১-এর বীজের রং কী?,প্রতি পডে বীজের সংখ্যা ৪-৫ টা এবং বীজের রং লালচে বাদামী।,প্রতি পডে বীজের সংখ্যা ৪-৫ টা এবং বীজের রং লালচে বাদামী।,বারি অড়হর-১-এর বীজের রং লালচে বাদামী।,-0.54541015625,1.02587890625,False,1.0,0.4,1.0,0.7241379310344829,generative,বারি অড়হর-১-এর বীজের রং লালচে বাদামী।,0.4,0.7241379310344829
317,চিয়া চাষে বীজের হার কত?,বীজের হার: ৫-৬ কেজি/হেক্টর।,বীজের হার: ৫-৬ কেজি/হেক্টর।,চিয়া চাষে বীজের হার ৫-৬ কেজি/হেক্টর।,-0.58056640625,2.89013671875,False,1.0,0.8571428571428571,1.0,1.0,generative,চিয়া চাষে বীজের হার ৫-৬ কেজি/হেক্টর।,0.8571428571428571,1.0
324,মেটে আলুর উপযুক্ত মাটির ধরন কী?,মেটে আলুর জন্য সুনিষ্কাশিত গভীর বেলে দোঁয়াশ মাটি সর্বোত্তম।,মেটে আলুর জন্য সুনিষ্কাশিত গভীর বেলে দোঁয়াশ মাটি সর্বোত্তম।,মেটে আলুর উপযুক্ত মাটির ধরন সুনিষ্কাশিত গভীর বেলে দোঁয়াশ মাটি।,5.28125,4.533203125,False,1.0,0.7368421052631577,1.0,0.854368932038835,extractive,মেটে আলুর জন্য সুনিষ্কাশিত গভীর বেলে দোঁয়াশ মাটি সর্বোত্তম।,1.0,1.0
327,অড়হর বীজের ফলন কত?,অড়হর জাতের বীজের ফলন প্রতি হেক্টরে ১.৫-১.৮ টন।,অড়হর জাতের বীজের ফলন প্রতি হেক্টরে ১.৫-১.৮ টন।,অড়হর জাতের বীজের ফলন প্রতি হেক্টরে ১.৫-১.৮ টন।,8.1875,9.18017578125,False,1.0,1.0,1.0,1.0,extractive,অড়হর জাতের বীজের ফলন প্রতি হেক্টরে ১.৫-১.৮ টন।,1.0,1.0
328,বারি মেটে আলু-৩-এর শুষ্ক পদার্থের পরিমাণ কত?,শুষ্ক পদার্থের পরিমাণ ২৮.৫৬ ± ১।,শুষ্ক পদার্থের পরিমাণ ২৯.৯৪ ± ১।,বারি মেটে আলু-৩-এর শুষ্ক পদার্থের পরিমাণ ২৮.৫৬ ± ১।,1.1875,0.125,False,0.6666666666666666,0.7058823529411764,0.896551724137931,1.0,extractive,শুষ্ক পদার্থের পরিমাণ ২৯.৯৪ ± ১।,0.6666666666666666,0.896551724137931
334,চুইঝাল চাষে পানি নিষ্কাশনের ব্যবস্থা কেমন হওয়া উচিত?,পানি নিষ্কাশনের সুবিধাযুক্ত দো-আঁশ বা বেলে দো-আঁশ মাটি সমৃদ্ধ উঁচু জমিতে চুইঝাল ভালো হয়।,পানি নিষ্কাশনের সুবিধাযুক্ত দো-আঁশ বা বেলে দো-আঁশ মাটি সমৃদ্ধ উঁচু জমিতে চুইঝাল ভালো হয়।,দো-আঁশ ও বেলে দো-আঁশ মাটি এবং পানি নিষ্কাশনের সুবিধাযুক্ত ও ছায়াময় উঁচু জমিতে চুইঝাল চাষ করা হয়।,2.5,2.229736328125,False,1.0,0.742857142857143,1.0,0.8979591836734694,extractive,পানি নিষ্কাশনের সুবিধাযুক্ত দো-আঁশ বা বেলে দো-আঁশ মাটি সমৃদ্ধ উঁচু জমিতে চুইঝাল ভালো হয়।,1.0,1.0
337,চর এলাকায় বিনা চাষে পেঁয়াজের সার প্রয়োগ সম্পর্কে কী বলা হয়েছে?,চর এলাকায় সাধারণত সেচের সাথে সাথেই জমিতে সার প্রয়োগ করতে হবে যাতে প্রয়োগকৃত সার দ্রুত মাটিতে মিশে যায়।,চর এলাকায় সাধারণত সেচের সাথে সাথেই জমিতে সার প্রয়োগ করতে হবে যাতে প্রয়োগকৃত সার দ্রুত মাটিতে মিশে যায়।,চর এলাকায় সাধারণত সেচের সাথে সাথেই জমিতে সার প্রয়োগ করতে হবে যাতে প্রয়োগকৃত সার দ্রুত মাটিতে মিশে যায়।,0.392578125,4.548828125,False,1.0,1.0,1.0,1.0,generative,চর এলাকায় সাধারণত সেচের সাথে সাথেই জমিতে সার প্রয়োগ করতে হবে যাতে প্রয়োগকৃত সার দ্রুত মাটিতে মিশে যায়।,1.0,1.0
347,চর এলাকায় বিনা চাষে পেঁয়াজ বিষয়ে বাল্ব পরিপক্ক সংগ্রহের সম্পর্কে কী তথ্য আছে?,বাল্ব পরিপক্ক ও সংগ্রহের একমাস পূর্বে সেচ দেওয়া বন্ধ করা উচিত তা না হলে কন্দের গুণাগুণ ও সংরক্ষণ ক্ষমতা হ্রাস পায়।,সাধারণত বীজ বপনের ৩-৪ মাসের মধ্যে পেঁয়াজের বাল্ব তোলার উপযুক্ত হয়।,বাল্ব পরিপক্ক ও সংগ্রহের একমাস পূর্বে সেচ দেওয়া বন্ধ করা উচিত তা না হলে কন্দের গুণাগুণ ও সংরক্ষণ ক্ষমতা হ্রাস পায়।,-2.61328125,1.12109375,False,0.060606060606060615,1.0,0.4,1.0,generative,বাল্ব পরিপক্ক ও সংগ্রহের একমাস পূর্বে সেচ দেওয়া বন্ধ করা উচিত তা না হলে কন্দের গুণাগুণ ও সংরক্ষণ ক্ষমতা হ্রাস পায়।,1.0,1.0
353,মরিচের সাথে পাতা জাতীয় সবজি আন্তঃফসলের সেচ সম্পর্কে কী বলা হয়েছে?,সেচ মাটিতে অতিরিক্ত আর্দ্রতা রাখা যাবে না।,মরিচ একটি দীর্ঘ মেয়াদী ফসল এবং সারি থেকে সারির দূরত্ব বেশি হওয়ায় স্বল্প জীবনকালীন পাতা জাতীয় সবজি (৩০-৩৫ দিন) অতি সহজেই আন্তঃফসল হিসাবে চাষ করা হয়।,"মরিচের সাথে পাতা জাতীয় সবজি আন্তঃফসলে ৩/৪টি সেচ দিতে হবে জমির আর্দ্রতার উপর নির্ভর করে। এছাড়াও, সেচ মাটিতে অতিরিক্ত আর্দ্রতা রাখা যাবে না।",1.3955078125,8.4267578125,False,0.0,0.45161290322580644,0.30526315789473685,1.0,extractive,মরিচ একটি দীর্ঘ মেয়াদী ফসল এবং সারি থেকে সারির দূরত্ব বেশি হওয়ায় স্বল্প জীবনকালীন পাতা জাতীয় সবজি (৩০-৩৫ দিন) অতি সহজেই আন্তঃফসল হিসাবে চাষ করা হয়।,0.0,0.30526315789473685
358,বার্লি বপন বা রোপণে কী দূরত্ব রাখতে হয়?,সারিতে বপন করলে সারি থেকে সারির দূরত্ব ২৫ সে.মি. এবং গাছ থেকে গাছের দূরত্ব ১০ সে.মি হওয়া উত্তম।,সারিতে বপন করলে সারি থেকে সারির দূরত্ব ২৫ সে.মি. এবং গাছ থেকে গাছের দূরত্ব ১০ সে.মি হওয়া উত্তম।,সারি থেকে সারির দূরত্ব ২৫ সে.মি. এবং গাছ থেকে গাছের দূরত্ব ১০ সে.মি হওয়া উত্তম।,-0.62353515625,3.30419921875,False,1.0,0.9189189189189189,1.0,1.0,generative,সারি থেকে সারির দূরত্ব ২৫ সে.মি. এবং গাছ থেকে গাছের দূরত্ব ১০ সে.মি হওয়া উত্তম।,0.9189189189189189,1.0
361,গম-পাট-রোপা আমন ফসল বিন্যাসের রোগ দমন বা সহনশীলতা সম্পর্কে কী বলা হয়েছে?,"মাটিতে পটাশিয়াম সার ব্যবহারের ফলে গাছের অন্যান্য খাদ্যোপাদানের মাত্রা ঠিক থাকে এবং পটাশিয়াম গাছকে রোগের আক্রমণ, ঠান্ডা ও খরা থেকে রক্ষা করে।",রোপা আমন: আমন ধানের জমি ৩০ থেকে ৪০ দিন পর্যন্ত আগাছামুক্ত রাখতে হবে।,"মাটিতে পটাশিয়াম সার ব্যবহারের ফলে গাছের অন্যান্য খাদ্যোপাদানের মাত্রা ঠিক থাকে এবং পটাশিয়াম গাছকে রোগের আক্রমণ, ঠান্ডা ও খরা থেকে রক্ষা করে।",-6.07421875,1.125,False,0.05714285714285715,1.0,0.32291666666666674,1.0,generative,"মাটিতে পটাশিয়াম সার ব্যবহারের ফলে গাছের অন্যান্য খাদ্যোপাদানের মাত্রা ঠিক থাকে এবং পটাশিয়াম গাছকে রোগের আক্রমণ, ঠান্ডা ও খরা থেকে রক্ষা করে।",1.0,1.0
362,পানিকচু বিষয়ে রোগ দেখা দিলে করণীয় সম্পর্কে কী তথ্য আছে?,রোগ দেখা দেয়ার সাথে সাথে প্রতি লিটার পানিতে ডাইথেন এম ৪৫ অথবা ২ গ্রাম রিডোমিল এম জেড-৭২ মিশিয়ে ১৫ দিন পরপর ৩-৪ বার প্রয়োগ করতে হবে।,রোগ দেখা দেয়ার সাথে সাথে প্রতি লিটার পানিতে ডাইথেন এম ৪৫ অথবা ২ গ্রাম রিডোমিল এম জেড-৭২ মিশিয়ে ১৫ দিন পরপর ৩-৪ বার প্রয়োগ করতে হবে।,রোগ দেখা দেয়ার সাথে সাথে প্রতি লিটার পানিতে ডাইথেন এম ৪৫ অথবা ২ গ্রাম রিডোমিল এম জেড-৭২ মিশিয়ে ১৫ দিন পরপর ৩-৪ বার প্রয়োগ করতে হবে। লেদাপোকা �,-3.58203125,5.72265625,True,1.0,0.9824561403508771,1.0,1.0,generative,রোগ দেখা দেয়ার সাথে সাথে প্রতি লিটার পানিতে ডাইথেন এম ৪৫ অথবা ২ গ্রাম রিডোমিল এম জেড-৭২ মিশিয়ে ১৫ দিন পরপর ৩-৪ বার প্রয়োগ করতে হবে। লেদাপোকা �,0.9824561403508771,1.0
366,আলুর সার দেওয়ার পর করণীয় কী?,সার প্রয়োগের পর সাথে সাথে সার ও বীজ মাটি দিয়ে ভেলী তুলে ঢেকে দিতে হবে।,প্রতিবার সার দেওয়ার পরে হালকা সেচ দিতে হবে।,আলুর সার দেওয়ার পর হালকা সেচ দিতে হবে।,-0.88330078125,1.27294921875,False,0.26086956521739135,0.3478260869565218,0.5523809523809524,0.5660377358490566,generative,আলুর সার দেওয়ার পর হালকা সেচ দিতে হবে।,0.3478260869565218,0.5660377358490566
