id,question,gold
656,পানিকচু চাষে বপন বা রোপণের দূরত্ব কত?,সারি থেকে সারির দূরত্ব ৬০ সে.মি. এবং গাছ থেকে গাছের দূরত্ব ৪৫ সে.মি. রাখতে হবে।
657,আলুর টিউবার মথ ব্যবস্থাপনার ক্ষতিকর পোকা বা প্রাণী দমনে কী তথ্য আছে?,আর্থ-সামাজিক প্রেক্ষাপট: প্রযুক্তি ব্যবহারে আলুর সুতলি পোকা দমন করার মাধ্যমে আলুর সংগ্রহোত্তর ক্ষতি কমানো সম্ভব।
659,গোল মরিচের দ্বি-নোড কাটিং চাষের জন্য কী ধরনের মাটি উপযোগী?,"পানি নিষ্কাশনের সুবিধা সম্পন্ন অম্লীয় উর্বর, দোঁয়াশ মাটি ও ছায়া যুক্ত স্থান গোল মরিচ চাষের জন্য বেশ উপযোগী।"
663,কাসাভা কখন রোপণ করা উচিত?,রোপণের সময়: সেচ সুবিধা থাকলে বছরের যে কোন সময় কাসাভা রোপণ করা যায়।
667,চর এলাকায় বিনা চাষে পেঁয়াজ সম্পর্কে বাল্ব পরিপক্ক সংগ্রহের বিষয়ে কী বলা হয়েছে?,বাল্ব পরিপক্ক ও সংগ্রহের একমাস পূর্বে সেচ দেওয়া বন্ধ করা উচিত তা না হলে কন্দের গুণাগুণ ও সংরক্ষণ ক্ষমতা হ্রাস পায়।
668,বারি চিনা-২ চাষে কতটি সেচ দিতে হবে?,ভাল ফলন পেতে ২-৩টি সেচ দিতে হবে।
671,চর এলাকায় বিনা চাষে পেঁয়াজের চারা উৎপাদন ও পরিচর্যায় কী নির্দেশনা আছে?,অনেক সময় আর্দ্রতার পরিমাণ বেশি হলে কিছু বীজ নষ্ট হয়ে যায় অথবা চারা গজানোর পর চারার গোঁড়া পচে হলুদ হয়ে মরে যায় যা ফিউজেরিয়াম ছত্রাকের কারণে হয়ে থাকে।
689,মাঠের ইঁদুর ব্যবস্থাপনা বিষয়ে প্রযুক্তিটি ব্যবহারে ক্ষতিকারক সম্পর্কে কী তথ্য আছে?,প্রযুক্তিটি ব্যবহারে ক্ষতিকারক রাসায়নিক কীটনাশক প্রয়োগের প্রয়োজন হয় না।
693,গম-পাট-রোপা আমন ফসল বিন্যাস বিষয়ে ইউরিয়া সম্পর্কে কী তথ্য আছে?,রোপা আমন: ইউরিয়া ও অর্ধেক পটাশ সার বাদে অন্যান্য সকল সার শেষ জমি প্রস্তুতের সময় মাটির সাথে ভালভাবে মিশিয়ে দিতে হবে।
697,জোয়ার কীভাবে বপন করতে হবে?,জোয়ারের বীজ সারিতে বপন করা হয়।
706,সুপারির বীজতলা ও চারা তৈরিতে কী নির্দেশনা আছে?,প্রথমে বীজতলায় বীজ লাগিয়ে চারা উৎপাদন করতে হবে।
716,বারি ঝাড়শীম-৪-এর ফল সম্পর্কে কী তথ্য আছে?,১৮-২৩ সে.মি. লম্বা ও ১.০-১.৩ সেমি চওড়া প্রতি পডের গড় ওজন ১৬.১২ গ্রাম।
720,কফি চাষে বপন বা রোপণের দূরত্ব কত?,তারপর ৩-৫ সে.মি. দূরত্বে বীজ বপন করতে হবে।
721,চুইঝাল বিষয়ে পলিব্যাগ সম্পর্কে কী তথ্য আছে?,বাণিজ্যিকভাবে চুইঝালের বিভিন্ন কাটিং পলিব্যাগে চারা তৈরি করা হয়।
722,বারি সুপারি-২-এর খোসাসহ একক কাঁচা সুপারির গড় ওজন কত?,খোসা সহ একক কাঁচা সুপারির গড় ওজন ৪০.০০ গ্রাম।
724,গম-পাট-রোপা আমন ফসল বিন্যাসের আগাছা ব্যবস্থাপনার গুরুত্বপূর্ণ সময় কত?,পাট: পাটের জমি ৩০ থেকে ৪০ দিন পর্যন্ত আগাছামুক্ত রাখতে হবে।
739,জোয়ার সার ব্যবস্থাপনায় কী নির্দেশনা আছে?,দ্বিতীয় ভাগ ইউরিয়া বীজ গজানোর ২৫-৩০ দিন পর উপরি প্রয়োগ করতে হয় তৃতীয় ভাগ গাছে ফুল আসার সময় দিতে হয়।
742,বারি ডাঁটা-৪-এর ফলন কত?,শাক হিসেবে হেক্টর প্রতি গড় ফলন ১২-১৫ টন এবং ডাঁটা হিসেবে হেক্টর প্রতি গড় ফলন ৫০-৫২ টন।
745,আলুর টিউবার মথ ব্যবস্থাপনার ক্ষতির পরিমাণ কত হতে পারে?,অতিরিক্ত আক্রমণে ক্ষতির পরিমাণ প্রায় ১০০ ভাগ হতে পারে।
747,বারি মরিচ-৬ বিষয়ে মরিচের দৈর্ঘ্য সম্পর্কে কী তথ্য আছে?,ফল মাঝারি লম্বা এবং প্রতিটি মরিচের দৈর্ঘ্য ৪-৫ সেমি।
751,বারি পানিকচু-৯-এর প্রতি গাছে লতির সংখ্যা ও ওজন কত?,"প্রতিটি লতির গড় ওজন ৩৩ গ্রাম, দৈর্ঘ্য ৬৪ সেমি এবং ব্যাস প্রায় ১.০ সেমি।"
755,কাঁঠাল চাষে বপন বা রোপণের দূরত্ব কত?,কাঁঠালের ক্ষেত্রে সাধারণত: গাছ থেকে গাছ ও সারি থেকে সারির দূরত্ব ৮ × ৮ মিটার রাখতে হবে।
759,চিনা চাষে বপন বা রোপণের দূরত্ব কত?,৬-৮ সেমি দূরত্বে একটি করে চারা রেখে মাঝের চারাগুলো তুলে ফেলতে হবে।
761,বারি কফি-১ চারা লাগানোর পর খুঁটির সঙ্গে কী করতে হবে?,বর্ষা মৌসুমের বাতাস থেকে রক্ষার জন্য চারাকে খুঁটির সাথে বেঁধে দিতে হবে।
765,বারি কফি-১-এর ফসল সংগ্রহের নির্দেশনা কী?,বীজের গাছে ফল সংগ্রহ করতে সাধারণত রোবাস্টার ক্ষেত্রে ৩ বছর এবং এরাবিকার ক্ষেত্রে ২ বছর সময় প্রয়োজন।
777,সয়াবিন-রোপা আউশ-রোপা আমন ফসল বিন্যাস চাষের অর্থনৈতিক ফলাফল সম্পর্কে কী বলা হয়েছে?,আধুনিক ফসল ব্যবস্থাপনা অনুসরণ করায় উন্নত এ ফসল বিন্যাসে নিট মুনাফা শতকরা ৪২ ভাগ বৃদ্ধি পেয়েছে।
778,কাসাভার সারের মাত্রা সম্পর্কে কী তথ্য আছে?,সম্পূর্ণ গোবর সার (১০.১৫ টন) ও টিএসপি (১২৫ কেজি) শেষ জমি চাষের সময় ভালভাবে মাটির সাথে মিশিয়ে দিতে হয়।
784,মেটে আলু কীভাবে সংরক্ষণ করতে হবে?,মেটে আলু সাধারণ তাপমাত্রা অর্থাৎ ৩০ ডিগ্রি সে. তাপমাত্রায় সহজেই ৬ মাস পর্যন্ত সংরক্ষণ করা যায়।
787,বারি সুপারি-২ চাষে কী পরিমাণ ফলন পাওয়া যায়?,খোসাসহ কাঁচা সুপারির গড় ফলন ৩৪.৪৮ টন/হেক্টর (উচ্চ ফলনশীল)।
788,মরিচ কীভাবে সংরক্ষণ করতে হবে?,মরিচ শুকানোর পরে ছায়াযুক্ত স্থানে ঠান্ডা করে সংরক্ষণ করতে হবে।
796,বারি চুইঝাল-১-এর পাতা সম্পর্কে কী তথ্য আছে?,পাতার দৈর্ঘ্য ১৮-২০ সেমি এবং প্রস্থ ১২-১৪ সে.মি.।
797,মসুর অণুজীব সার প্রযুক্তি কোথায় বা কোন ক্ষেত্রে উপযোগী?,বাংলাদেশের মসুর ডাল উৎপাদনকারী সকল এলাকাসমূহে ব্যবহার করা যাবে।
799,বারি কাঁঠাল-৬-এর গাছের গঠন বা বৃদ্ধির বৈশিষ্ট্য কী?,"গাছ বিস্তৃত ডাল-পালা বিশিষ্ট, সতেজ ও সবুজ।"
