id,question,doc_1,title_1,context_1,source_1,reranker_score_1,doc_2,title_2,context_2,source_2,reranker_score_2,doc_3,title_3,context_3,source_3,reranker_score_3,extractive_sentence,extractive_score
892,গম-পাট-রোপা আমন ফসল বিন্যাসের সার ব্যবস্থাপনায় কী নির্দেশনা আছে?,455,গম-পাট-রোপা আমন ফসল বিন্যাস: সার ব্যবস্থাপনা,পাট: পাট বপনের সময় ইউরিয়া ব্যাতীত অন্যান্য সার শেষ চাষে সমানভাবে ছিটিয়ে মাটির সাথে মিশিয়ে দিতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,5.171875,456,গম-পাট-রোপা আমন ফসল বিন্যাস: সার ব্যবস্থাপনা,রোপা আমন: ইউরিয়া ও অর্ধেক পটাশ সার বাদে অন্যান্য সকল সার শেষ জমি প্রস্তুতের সময় মাটির সাথে ভালভাবে মিশিয়ে দিতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,4.87109375,454,গম-পাট-রোপা আমন ফসল বিন্যাস: সার ব্যবস্থাপনা,সেচসহ চাষের ক্ষেত্রে চারার তিন পাতা বয়সে প্রথম সেচের পর হেক্টরপ্রতি ৭৫-৯০ কেজি ইউরিয়া উপরি প্রয়োগ করতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,4.39453125,রোপা আমন: ইউরিয়া ও অর্ধেক পটাশ সার বাদে অন্যান্য সকল সার শেষ জমি প্রস্তুতের সময় মাটির সাথে ভালভাবে মিশিয়ে দিতে হবে।,-0.861328125
893,চিনা কখন বা কীভাবে সংগ্রহ করতে হবে?,180,চিনা: ফসল সংগ্রহ,জাতটি ৯৬-১০৫ দিনে ফসল সংগ্রহ উপযোগী হয়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,0.1170654296875,132,চীনাবাদাম: ফসল সংগ্রহ,চীনাবাদাম গাছের শতকরা ৭৫-৮০ ভাগ বাদাম যখন পরিপক্ক হয় তখন ফসল উঠানোর সঠিক সময়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-1.8583984375,174,চিনা: রোপণ বা বপনের দূরত্ব,৬-৮ সেমি দূরত্বে একটি করে চারা রেখে মাঝের চারাগুলো তুলে ফেলতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-4.63671875,জাতটি ৯৬-১০৫ দিনে ফসল সংগ্রহ উপযোগী হয়।,-4.18359375
894,বারি আলু-১০১-এর পরিপক্বতার সময় কত?,5,বারি আলু-১০১: পরিপক্বতার সময়,৯০-৯৫ দিনে আলু পরিপক্কতা লাভ করে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,7.234375,2,বারি আলু-১০১: ব্যবহার ও উপযোগিতা,আলুর জাত বারি আলু-১০১ (ব্ল্যাকবেরী) জাতটি চিপস প্রক্রিয়াজাতকরণ আলু হিসাবে উপযোগী।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,0.48388671875,139,বারি বার্লি-১০: পরিপক্বতার সময়,পরিপক্ক হতে ৯৫-১০৫ দিন সময় লাগে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,0.141845703125,৯০-৯৫ দিনে আলু পরিপক্কতা লাভ করে।,1.7373046875
895,অড়হর সারি পদ্ধতিতে বীজের হার কত?,205,অড়হর: বীজের হার,সারিতে বপন করলে প্রতি হেক্টরে ১ কেজি বীজের প্রয়োজন হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,4.0234375,211,অড়হর: ফলন,অড়হর জাতের বীজের ফলন প্রতি হেক্টরে ১.৫-১.৮ টন।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,1.7470703125,200,বারি অড়হর-১: বীজ বা দানার বৈশিষ্ট্য,১০০ বীজের ওজন ১১-১২ গ্রাম এবং ফলন প্রতি হেক্টরে প্রায় ১.৫-১.৮ টন।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-0.70166015625,অড়হর জাতের বীজের ফলন প্রতি হেক্টরে ১.৫-১.৮ টন।,2.4453125
896,মাঠের ইঁদুর ব্যবস্থাপনা বিষয়ে কোন বিষ ব্যবহার সম্পর্কে কী তথ্য আছে?,480,মাঠের ইঁদুর ব্যবস্থাপনা: পোকামাকড় বা ক্ষতিকর প্রাণী ব্যবস্থাপনা,কোন বিষ ব্যবহার না করে খুবই কম খরচে ইঁদুর তাড়ানো সম্ভব হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,4.48046875,487,মাঠের ইঁদুর ব্যবস্থাপনা: পোকামাকড় বা ক্ষতিকর প্রাণী ব্যবস্থাপনা,প্রযুক্তিটি ব্যবহারে ক্ষতিকারক রাসায়নিক কীটনাশক প্রয়োগের প্রয়োজন হয় না।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,1.623046875,471,মাঠের ইঁদুর ব্যবস্থাপনা: নিরাপত্তা ও পরিবেশগত প্রভাব,প্রযুক্তি: কেরোসিন মিশ্রিত গোবরের বল দিয়ে মাঠের ইঁদুর তাড়ানো প্রযুক্তির বৈশিষ্ট্য এই পদ্ধতিতে মানুষ বা অন্য কোন উপকারী প্রাণীর ক্ষতি হয় না অর্থাৎ এটি একটি নিরাপদ পদ্ধতি।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,1.1708984375,প্রযুক্তি: কেরোসিন মিশ্রিত গোবরের বল দিয়ে মাঠের ইঁদুর তাড়ানো প্রযুক্তির বৈশিষ্ট্য এই পদ্ধতিতে মানুষ বা অন্য কোন উপকারী প্রাণীর ক্ষতি হয় না অর্থাৎ এটি একটি নিরাপদ পদ্ধতি।,-3.666015625
897,জোয়ার বপন বা রোপণে কী দূরত্ব রাখতে হয়?,190,জোয়ার: রোপণ বা বপনের দূরত্ব,বীজ বপনের দূরত্ব: সারি থেকে সারি ৬০ সেমি. এবং গাছ থেকে গাছের দূরত্ব ২০ সেমি.।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,5.41796875,207,অড়হর: রোপণ বা বপনের দূরত্ব,ভালভাবে গাছের বৃদ্ধির জন্য সারি থেকে সারির দূরত্ব ২ থেকে ২.৫ মিটার এবং গাছ হতে গাছের দূরত্ব ২ মিটার করে রাখতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,2.947265625,147,বার্লি: রোপণ বা বপনের দূরত্ব,সারিতে বপন করলে সারি থেকে সারির দূরত্ব ২৫ সে.মি. এবং গাছ থেকে গাছের দূরত্ব ১০ সে.মি হওয়া উত্তম।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,2.935546875,বীজ বপনের দূরত্ব: সারি থেকে সারি ৬০ সেমি. এবং গাছ থেকে গাছের দূরত্ব ২০ সেমি.।,0.410888671875
898,বারি পানিকচু-৯ বিষয়ে লতির গঠন সম্পর্কে কী তথ্য আছে?,35,বারি পানিকচু-৯: লতির বৈশিষ্ট্য,এর লতি তুলনামূলক চিকন এবং লম্বা।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,3.52734375,34,বারি পানিকচু-৯: লতির বৈশিষ্ট্য,বারি পানিকচু-৯ এর প্রধান ভক্ষণযোগ্য অংশ হলো লতি।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,3.361328125,36,বারি পানিকচু-৯: লতির সংখ্যা ও ওজন,"প্রতিটি লতির গড় ওজন ৩৩ গ্রাম, দৈর্ঘ্য ৬৪ সেমি এবং ব্যাস প্রায় ১.০ সেমি।",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,3.15625,বারি পানিকচু-৯ এর প্রধান ভক্ষণযোগ্য অংশ হলো লতি।,2.28125
899,কফির রং বা বর্ণ কেমন?,328,বারি কফি-১: রং ও বর্ণ,উভয় প্রকার কফির ফুল সাদা রঙের হয়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,3.5859375,315,কফি: রং ও বর্ণ,গাঢ় লাল রঙের রোগ মুক্ত ফল হাত দিয়ে বেছে বেছে সংগ্রহ করতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,1.6767578125,308,বারি কফি-১: বীজ বা দানার বৈশিষ্ট্য,বিন/বীজ গোলাকৃতির সবুজাভ বাদামী রং ধারণ করে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-1.21875,উভয় প্রকার কফির ফুল সাদা রঙের হয়।,2.263671875
900,ভুট্টা-রোপা আউশ-রোপা আমন ফসলধারার পোকামাকড় বা ক্ষতিকর প্রাণী ব্যবস্থাপনায় কী বলা হয়েছে?,450,ভুট্টা-রোপা আউশ-রোপা আমন ফসলধারা: পোকামাকড় বা ক্ষতিকর প্রাণী ব্যবস্থাপনা,রোগ বালাই দমন: ভুট্টা: প্রাথমিক পর্যায়ে ভিরতাকো প্রয়োগ করতে হবে স্টেমবোরার পোকা দমনের জন্য।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,4.453125,445,সয়াবিন-রোপা আউশ-রোপা আমন ফসল বিন্যাস: পোকামাকড় বা ক্ষতিকর প্রাণী ব্যবস্থাপনা,বিছাপোকার আক্রমণ দেখা দিলে নাইট্রো ৫০৫ ইসি প্রতি লিটার পানিতে ২ মিলি হিসেবে মিশিয়ে স্প্রে মেশিনের মাধ্যমে ছিটিয়ে দিতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,2.244140625,451,ভুট্টা-রোপা আউশ-রোপা আমন ফসলধারা: রোগ ব্যবস্থাপনা,রোপা আউশ: স্টেমবোরার পোকা দমনের জন্য ভিরতাকো এবং শীথ ব্লাইট দমনের জন্য ফুলিকুর ০.৫ মিলি/ লিটার হারে প্রয়োগ করতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,1.267578125,রোপা আউশ: স্টেমবোরার পোকা দমনের জন্য ভিরতাকো এবং শীথ ব্লাইট দমনের জন্য ফুলিকুর ০.৫ মিলি/ লিটার হারে প্রয়োগ করতে হবে।,-3.64453125
901,সয়াবিন-রোপা আউশ-রোপা আমন ফসল বিন্যাস বিষয়ে আউশ আমন ধান সম্পর্কে কী তথ্য আছে?,435,সয়াবিন-রোপা আউশ-রোপা আমন ফসল বিন্যাস: ফলন,তিন ফসল ভিত্তিক উন্নত এ ফসল বিন্যাসে আউশ মৌসুমে ব্রি ধান৪৮ অন্তর্ভুক্ত করায় ধানের সমতুল্য ফলন ১২.৬৫ টন/হেক্টর/বছর পাওয়া গেছে যা প্রচলিত ফসল বিন্যাসের চেয়ে ৫৬% বেশি।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,6.78125,440,সয়াবিন-রোপা আউশ-রোপা আমন ফসল বিন্যাস: আগাছা ব্যবস্থাপনা,আউশ/আমন ধান: জমি ৩০-৪০ দিন পর্যন্ত আগাছা মুক্ত রাখতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,4.78515625,443,সয়াবিন-রোপা আউশ-রোপা আমন ফসল বিন্যাস: চারা উৎপাদন ও পরিচর্যা,দশ সারি পরপর ১ সারি বাদ দিয়ে চারা রোপণ করলে ধান গাছ পর্যাপ্ত আলো বাতাস পায়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,3.328125,তিন ফসল ভিত্তিক উন্নত এ ফসল বিন্যাসে আউশ মৌসুমে ব্রি ধান৪৮ অন্তর্ভুক্ত করায় ধানের সমতুল্য ফলন ১২.৬৫ টন/হেক্টর/বছর পাওয়া গেছে যা প্রচলিত ফসল বিন্যাসের চেয়ে ৫৬% বেশি।,-0.1220703125
902,সয়াবিন-রোপা আউশ-রোপা আমন ফসল বিন্যাসের ফলন কত?,435,সয়াবিন-রোপা আউশ-রোপা আমন ফসল বিন্যাস: ফলন,তিন ফসল ভিত্তিক উন্নত এ ফসল বিন্যাসে আউশ মৌসুমে ব্রি ধান৪৮ অন্তর্ভুক্ত করায় ধানের সমতুল্য ফলন ১২.৬৫ টন/হেক্টর/বছর পাওয়া গেছে যা প্রচলিত ফসল বিন্যাসের চেয়ে ৫৬% বেশি।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,7.9609375,444,সয়াবিন-রোপা আউশ-রোপা আমন ফসল বিন্যাস: সেচ ব্যবস্থাপনা,সেচ প্রয়োগ: সয়াবিন: প্রথম সেচ বীজ বপনের ২০-২৫ দিনের মধ্যে (ফুল ধরার পূর্বে) এবং দ্বিতীয় সেচ বীজ বপনের ৫৫-৬০ দিনের মধ্যে (শুটি গঠনের সময়) দিতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,1.3955078125,436,সয়াবিন-রোপা আউশ-রোপা আমন ফসল বিন্যাস: আয়-ব্যয় ও মুনাফা,আধুনিক ফসল ব্যবস্থাপনা অনুসরণ করায় উন্নত এ ফসল বিন্যাসে নিট মুনাফা শতকরা ৪২ ভাগ বৃদ্ধি পেয়েছে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,1.3876953125,তিন ফসল ভিত্তিক উন্নত এ ফসল বিন্যাসে আউশ মৌসুমে ব্রি ধান৪৮ অন্তর্ভুক্ত করায় ধানের সমতুল্য ফলন ১২.৬৫ টন/হেক্টর/বছর পাওয়া গেছে যা প্রচলিত ফসল বিন্যাসের চেয়ে ৫৬% বেশি।,1.9033203125
903,মরিচের সেচ সম্পর্কে কী বলা হয়েছে?,370,মরিচ: সেচ ব্যবস্থাপনা,চারা রোপণের পরপর জমিতে পানি সেচ দেওয়ার ব্যবস্থা করতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,0.41650390625,399,মরিচের সাথে পাতা জাতীয় সবজি আন্তঃফসল: সেচ ব্যবস্থাপনা,জমির আর্দ্রতার উপর নির্ভর করে ৩/৪টি সেচ দিতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-0.890625,398,মরিচের সাথে পাতা জাতীয় সবজি আন্তঃফসল: সেচ ব্যবস্থাপনা,সেচ মাটিতে অতিরিক্ত আর্দ্রতা রাখা যাবে না।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-1.2666015625,সেচ মাটিতে অতিরিক্ত আর্দ্রতা রাখা যাবে না।,-6.28125
904,বারি চিনা-২-এর গাছের উচ্চতা কত?,165,বারি চিনা-২: গাছের উচ্চতা,গাছের উচ্চতা ৮২-৮৪ সে.মি.।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,7.6484375,107,বারি চীনাবাদাম-১২: গাছের উচ্চতা,গাছের উচ্চতা ৩০-৪৫ সে.মি.।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,3.322265625,213,বারি কাঁঠাল-৫: গাছের উচ্চতা,গাছের উচ্চতা সাধারণতঃ ১০-১২ মিটার পর্যন্ত হয়ে থাকে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,1.345703125,গাছের উচ্চতা ৮২-৮৪ সে.মি.।,-0.0926513671875
905,বারি আলু-১০৩-এর গাছ কতটা লম্বা হয়?,15,বারি আলু-১০৩: গাছের উচ্চতা,গাছ মধ্যম উচ্চতাসম্পন্ন ইন্টারমিডিয়েট টাইপ এবং গড়ে ৪-৬টি কাণ্ড থাকে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,0.53173828125,495,বারি সোলার টানেল ড্রায়ার: মাত্রা ও মাপ,"লম্বা ৩২০০ মিমি, চওড়া ১২০০মিমি, উচ্চতা ৭২০ মিমি।",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-1.6376953125,195,বারি অড়হর-১: গাছের উচ্চতা,অড়হরের জাত বারি অড়হর-১ বৈশিষ্ট্য গাছ খাড়া ও শক্ত এবং গাছের উচ্চতা ২-৩ মিটার।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-2.423828125,"লম্বা ৩২০০ মিমি, চওড়া ১২০০মিমি, উচ্চতা ৭২০ মিমি।",-2.359375
906,সয়াবিন-রোপা আউশ-রোপা আমন ফসল বিন্যাস সম্পর্কে আউশ আমন ধান বিষয়ে কী বলা হয়েছে?,435,সয়াবিন-রোপা আউশ-রোপা আমন ফসল বিন্যাস: ফলন,তিন ফসল ভিত্তিক উন্নত এ ফসল বিন্যাসে আউশ মৌসুমে ব্রি ধান৪৮ অন্তর্ভুক্ত করায় ধানের সমতুল্য ফলন ১২.৬৫ টন/হেক্টর/বছর পাওয়া গেছে যা প্রচলিত ফসল বিন্যাসের চেয়ে ৫৬% বেশি।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,5.015625,440,সয়াবিন-রোপা আউশ-রোপা আমন ফসল বিন্যাস: আগাছা ব্যবস্থাপনা,আউশ/আমন ধান: জমি ৩০-৪০ দিন পর্যন্ত আগাছা মুক্ত রাখতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,3.72265625,443,সয়াবিন-রোপা আউশ-রোপা আমন ফসল বিন্যাস: চারা উৎপাদন ও পরিচর্যা,দশ সারি পরপর ১ সারি বাদ দিয়ে চারা রোপণ করলে ধান গাছ পর্যাপ্ত আলো বাতাস পায়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,1.7587890625,তিন ফসল ভিত্তিক উন্নত এ ফসল বিন্যাসে আউশ মৌসুমে ব্রি ধান৪৮ অন্তর্ভুক্ত করায় ধানের সমতুল্য ফলন ১২.৬৫ টন/হেক্টর/বছর পাওয়া গেছে যা প্রচলিত ফসল বিন্যাসের চেয়ে ৫৬% বেশি।,-0.368408203125
907,মটরশুটির পটাশিয়াম সার ব্যবস্থাপনার আয়-ব্যয় বা মুনাফা সম্পর্কে কী তথ্য আছে?,470,মটরশুটি: পটাশিয়াম সার ব্যবস্থাপনা: আয়-ব্যয় ও মুনাফা,"তিন বৎসরের গবেষণায় প্রতীয়মান হয়েছে, রবি মৌসুমে হেক্টরপ্রতি ৩৭,৭৭৮ টাকা খরচ করে প্রায় ১,৫৯,৭২২ টাকার সবুজ শুঁটি এবং প্রায় ৫৮,২২২ টাকার বীজ উৎপাদন করা যায়।",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,6.2890625,468,মটরশুটি: পটাশিয়াম সার ব্যবস্থাপনা: প্রযুক্তির উপযোগিতা,পটাশিয়াম সার ভিত্তিক সমন্বিত সার ব্যবস্থাপনায় প্রচলিত চাষ পদ্ধতি থেকে মটরশুঁটির সবুজ শুঁটির ফলন ২০-৪০% বেশি পাওয়া যায়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,1.33984375,469,গম-পাট-রোপা আমন ফসল বিন্যাস: রোগ ব্যবস্থাপনা,"মাটিতে পটাশিয়াম সার ব্যবহারের ফলে গাছের অন্যান্য খাদ্যোপাদানের মাত্রা ঠিক থাকে এবং পটাশিয়াম গাছকে রোগের আক্রমণ, ঠান্ডা ও খরা থেকে রক্ষা করে।",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-3.205078125,পটাশিয়াম সার ভিত্তিক সমন্বিত সার ব্যবস্থাপনায় প্রচলিত চাষ পদ্ধতি থেকে মটরশুঁটির সবুজ শুঁটির ফলন ২০-৪০% বেশি পাওয়া যায়।,0.159912109375
908,মরিচের সাথে পাতা জাতীয় সবজি আন্তঃফসলের আগাছা ব্যবস্থাপনায় কী করতে বলা হয়েছে?,400,মরিচের সাথে পাতা জাতীয় সবজি আন্তঃফসল: আগাছা ব্যবস্থাপনা,আগাছা দমন জমিতে আগাছার পরিমাণের উপর নির্ভর করে নিড়ানী দিতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,4.09375,401,মরিচের সাথে পাতা জাতীয় সবজি আন্তঃফসল: আগাছা ব্যবস্থাপনা,যদি আগাছা বেশি থাকে তাহলে নিড়ানী বেশি দিতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,3.462890625,399,মরিচের সাথে পাতা জাতীয় সবজি আন্তঃফসল: সেচ ব্যবস্থাপনা,জমির আর্দ্রতার উপর নির্ভর করে ৩/৪টি সেচ দিতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,1.5078125,আগাছা দমন জমিতে আগাছার পরিমাণের উপর নির্ভর করে নিড়ানী দিতে হবে।,-4.98828125
